id,module,name,path,route,evidence_level,evidence_ref,status,notes
PLUG-0012,"camera,gallery",image_picker_ios.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/image_picker_ios.framework,,S,Runner.app/Frameworks + AOT package paths,present,Image/video picker iOS; size=210288
PLUG-0013,image,image_cropper.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/image_cropper.framework,,S,Runner.app/Frameworks + AOT package paths,present,Image cropper plugin; size=99744
PLUG-0014,gallery,photo_manager.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/photo_manager.framework,,S,Runner.app/Frameworks + AOT package paths,present,Photo library manager; size=346528
PLUG-0015,gallery,gal.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/gal.framework,,S,Runner.app/Frameworks + AOT package paths,present,Save media to gallery; size=183056
PLUG-0016,file,file_picker.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/file_picker.framework,,S,Runner.app/Frameworks + AOT package paths,present,File picker; size=163600
PLUG-0017,file,open_file_ios.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/open_file_ios.framework,,S,Runner.app/Frameworks + AOT package paths,present,Open file with system handlers; size=99264
PLUG-0018,"network,file",flutter_downloader.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/flutter_downloader.framework,,S,Runner.app/Frameworks + AOT package paths,present,Background download; size=182688
PLUG-0019,video,video_player_avfoundation.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/video_player_avfoundation.framework,,S,Runner.app/Frameworks + AOT package paths,present,Video playback; size=432832
PLUG-0020,video,video_compress.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/video_compress.framework,,S,Runner.app/Frameworks + AOT package paths,present,Video compression; size=199696
PLUG-0021,video,video_thumbnail.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/video_thumbnail.framework,,S,Runner.app/Frameworks + AOT package paths,present,Video thumbnails; size=98320
PLUG-0022,audio,record_darwin.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/record_darwin.framework,,S,Runner.app/Frameworks + AOT package paths,present,Audio recording; size=324592
PLUG-0023,notification,flutter_local_notifications.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/flutter_local_notifications.framework,,S,Runner.app/Frameworks + AOT package paths,present,Local notifications; size=159312
PLUG-0024,storage,shared_preferences_foundation.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/shared_preferences_foundation.framework,,S,Runner.app/Frameworks + AOT package paths,present,UserDefaults prefs; size=225440
PLUG-0025,storage,sqflite_darwin.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/sqflite_darwin.framework,,S,Runner.app/Frameworks + AOT package paths,present,SQLite via sqflite; size=274176
PLUG-0026,auth,sign_in_with_apple.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/sign_in_with_apple.framework,,S,Runner.app/Frameworks + AOT package paths,present,Sign in with Apple; size=216784
PLUG-0027,deeplink,app_links.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/app_links.framework,,S,Runner.app/Frameworks + AOT package paths,present,App / universal links; size=152000
PLUG-0028,deeplink,url_launcher_ios.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/url_launcher_ios.framework,,S,Runner.app/Frameworks + AOT package paths,present,URL launcher; size=210784
PLUG-0029,privacy,app_tracking_transparency.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/app_tracking_transparency.framework,,S,Runner.app/Frameworks + AOT package paths,present,ATT tracking permission; size=147136
PLUG-0030,device,package_info_plus.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/package_info_plus.framework,,S,Runner.app/Frameworks + AOT package paths,present,App package info; size=94528
PLUG-0031,device,device_info_plus.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/device_info_plus.framework,,S,Runner.app/Frameworks + AOT package paths,present,Device info; size=93632
PLUG-0032,share,share_plus.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/share_plus.framework,,S,Runner.app/Frameworks + AOT package paths,present,System share sheet; size=123072
PLUG-0033,device,wakelock_plus.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/wakelock_plus.framework,,S,Runner.app/Frameworks + AOT package paths,present,Keep screen awake; size=105872
PLUG-0034,bluetooth,flutter_blue_plus_darwin.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/flutter_blue_plus_darwin.framework,,S,Runner.app/Frameworks + AOT package paths,present,BLE (kitchen scale); size=187520
PLUG-0035,network,GTMSessionFetcher.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/GTMSessionFetcher.framework,,S,Runner.app/Frameworks + AOT package paths,present,Google session fetcher dep; size=406800
PLUG-0036,"network,telemetry",GoogleDataTransport.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/GoogleDataTransport.framework,,S,Runner.app/Frameworks + AOT package paths,present,Google data transport dep; size=401984
PLUG-0037,deps,GoogleUtilities.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/GoogleUtilities.framework,,S,Runner.app/Frameworks + AOT package paths,present,Google utilities dep; size=136896
PLUG-0038,deps,GoogleToolboxForMac.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/GoogleToolboxForMac.framework,,S,Runner.app/Frameworks + AOT package paths,present,Google toolbox dep; size=97808
PLUG-0039,deps,FBLPromises.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/FBLPromises.framework,,S,Runner.app/Frameworks + AOT package paths,present,Promises dep; size=176000
PLUG-0040,deps,nanopb.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/nanopb.framework,,S,Runner.app/Frameworks + AOT package paths,present,Protobuf nanopb dep; size=80224
PLUG-0041,deps,objective_c.framework,/Applications/Cattery Manager.app/Wrapper/Runner.app/Frameworks/objective_c.framework,,S,Runner.app/Frameworks + AOT package paths,present,Dart objective_c interop; size=186240
PLUG-0042,state-routing,get (GetX),package:get/...,,S,AOT package:get/* paths,present,"GetX routing, DI, reactive state (GetPage/GetMaterialApp/GetxController)"
PLUG-0043,storekit,StoreKit products (native shell),reverse-evidence/storekit.txt,,S,reverse-evidence/storekit.txt,present,IAP tool_member 1month/1year/3year consumables
PLUG-0044,widgetkit,CatteryWidgetsExtension.appex,/Applications/Cattery Manager.app/Wrapper/Runner.app/PlugIns/CatteryWidgetsExtension.appex,,S,PlugIns/CatteryWidgetsExtension.appex,present,WidgetKit extension; App Group group.com.cattery.widgets
