id,module,name,path,route,evidence_level,evidence_ref,status,notes
PAGE-0063,financial,category_stats_section.dart,package:cattery_flutter/presentation/pages/financial/widgets/category_stats_section.dart,,S,reverse-evidence/page-paths.txt,component,widget/dialog/sheet under pages tree; source=reverse-evidence/page-paths.txt
PAGE-0064,financial,core_stats_card.dart,package:cattery_flutter/presentation/pages/financial/widgets/core_stats_card.dart,,S,reverse-evidence/page-paths.txt,component,widget/dialog/sheet under pages tree; source=reverse-evidence/page-paths.txt
PAGE-0065,financial,ecommerce_stats_card.dart,package:cattery_flutter/presentation/pages/financial/widgets/ecommerce_stats_card.dart,,S,reverse-evidence/page-paths.txt,component,widget/dialog/sheet under pages tree; source=reverse-evidence/page-paths.txt
PAGE-0066,financial,record_filter_bottom_sheet.dart,package:cattery_flutter/presentation/pages/financial/widgets/record_filter_bottom_sheet.dart,,S,reverse-evidence/page-paths.txt,component,widget/dialog/sheet under pages tree; source=reverse-evidence/page-paths.txt
PAGE-0067,financial,record_list_filter_bar.dart,package:cattery_flutter/presentation/pages/financial/widgets/record_list_filter_bar.dart,,S,reverse-evidence/page-paths.txt,component,widget/dialog/sheet under pages tree; source=reverse-evidence/page-paths.txt
PAGE-0068,financial,record_list_item.dart,package:cattery_flutter/presentation/pages/financial/widgets/record_list_item.dart,,S,reverse-evidence/page-paths.txt,component,widget/dialog/sheet under pages tree; source=reverse-evidence/page-paths.txt
PAGE-0069,financial,record_search_bar.dart,package:cattery_flutter/presentation/pages/financial/widgets/record_search_bar.dart,,S,reverse-evidence/page-paths.txt,component,widget/dialog/sheet under pages tree; source=reverse-evidence/page-paths.txt
PAGE-0070,financial,time_range_selector.dart,package:cattery_flutter/presentation/pages/financial/widgets/time_range_selector.dart,,S,reverse-evidence/page-paths.txt,component,widget/dialog/sheet under pages tree; source=reverse-evidence/page-paths.txt
PAGE-0071,financial,weekly_expense_chart.dart,package:cattery_flutter/presentation/pages/financial/widgets/weekly_expense_chart.dart,,S,reverse-evidence/page-paths.txt,component,widget/dialog/sheet under pages tree; source=reverse-evidence/page-paths.txt
PAGE-0072,folder_detail,folder_detail_binding.dart,package:cattery_flutter/presentation/pages/folder_detail/folder_detail_binding.dart,,S,reverse-evidence/page-paths.txt,binding,GetX binding; not a standalone UI page; source=reverse-evidence/page-paths.txt
PAGE-0073,folder_detail,folder_detail_controller.dart,package:cattery_flutter/presentation/pages/folder_detail/folder_detail_controller.dart,,S,reverse-evidence/page-paths.txt,controller-colocated,controller under pages/; cataloged in page-paths baseline; source=reverse-evidence/page-paths.txt
PAGE-0074,folder_detail,folder_detail_page.dart,package:cattery_flutter/presentation/pages/folder_detail/folder_detail_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0075,grooming_detail,grooming_detail_binding.dart,package:cattery_flutter/presentation/pages/grooming_detail/grooming_detail_binding.dart,,S,reverse-evidence/page-paths.txt,binding,GetX binding; not a standalone UI page; source=reverse-evidence/page-paths.txt
PAGE-0076,grooming_detail,grooming_detail_controller.dart,package:cattery_flutter/presentation/pages/grooming_detail/grooming_detail_controller.dart,,S,reverse-evidence/page-paths.txt,controller-colocated,controller under pages/; cataloged in page-paths baseline; source=reverse-evidence/page-paths.txt
PAGE-0077,grooming_detail,grooming_detail_page.dart,package:cattery_flutter/presentation/pages/grooming_detail/grooming_detail_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0078,grooming_list,grooming_list_page.dart,package:cattery_flutter/presentation/pages/grooming_list/grooming_list_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0079,health,health_record_form_page.dart,package:cattery_flutter/presentation/pages/health/health_record_form_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0080,health,history_record_page.dart,package:cattery_flutter/presentation/pages/health/history_record_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0081,invite_peer,invite_card_sheet.dart,package:cattery_flutter/presentation/pages/invite_peer/invite_card_sheet.dart,,S,reverse-evidence/page-paths.txt,component,widget/dialog/sheet under pages tree; source=reverse-evidence/page-paths.txt
PAGE-0082,invite_peer,invite_peer_controller.dart,package:cattery_flutter/presentation/pages/invite_peer/invite_peer_controller.dart,,S,reverse-evidence/page-paths.txt,controller-colocated,controller under pages/; cataloged in page-paths baseline; source=reverse-evidence/page-paths.txt
PAGE-0083,invite_peer,invite_peer_page.dart,package:cattery_flutter/presentation/pages/invite_peer/invite_peer_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0084,knife_list,knife_list_binding.dart,package:cattery_flutter/presentation/pages/knife_list/knife_list_binding.dart,,S,reverse-evidence/page-paths.txt,binding,GetX binding; not a standalone UI page; source=reverse-evidence/page-paths.txt
PAGE-0085,knife_list,knife_list_page.dart,package:cattery_flutter/presentation/pages/knife_list/knife_list_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0086,main,main_page.dart,package:cattery_flutter/presentation/pages/main/main_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0087,main,pad_shell.dart,package:cattery_flutter/presentation/pages/main/pad_shell.dart,,S,reverse-evidence/page-paths.txt,imported,dart path under pages tree; source=reverse-evidence/page-paths.txt
PAGE-0088,management,breed_management_page.dart,package:cattery_flutter/presentation/pages/management/breed_management_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0089,management,breeding_plan_display_defaults_management_page.dart,package:cattery_flutter/presentation/pages/management/breeding_plan_display_defaults_management_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0090,management,display_defaults_management_page.dart,package:cattery_flutter/presentation/pages/management/display_defaults_management_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0091,management,level_management_page.dart,package:cattery_flutter/presentation/pages/management/level_management_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0092,management,tag_management_page.dart,package:cattery_flutter/presentation/pages/management/tag_management_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0093,marketing,marketing_binding.dart,package:cattery_flutter/presentation/pages/marketing/marketing_binding.dart,,S,reverse-evidence/page-paths.txt,binding,GetX binding; not a standalone UI page; source=reverse-evidence/page-paths.txt
PAGE-0094,marketing,marketing_controller.dart,package:cattery_flutter/presentation/pages/marketing/marketing_controller.dart,,S,reverse-evidence/page-paths.txt,controller-colocated,controller under pages/; cataloged in page-paths baseline; source=reverse-evidence/page-paths.txt
PAGE-0095,marketing,marketing_page.dart,package:cattery_flutter/presentation/pages/marketing/marketing_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0096,marketing,marketing_create_bottom_sheet.dart,package:cattery_flutter/presentation/pages/marketing/widgets/marketing_create_bottom_sheet.dart,,S,reverse-evidence/page-paths.txt,component,widget/dialog/sheet under pages tree; source=reverse-evidence/page-paths.txt
PAGE-0097,member_invite,member_invite_page.dart,package:cattery_flutter/presentation/pages/member_invite/member_invite_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0098,member_level,member_level_edit_page.dart,package:cattery_flutter/presentation/pages/member_level/member_level_edit_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0099,member_level,member_level_list_page.dart,package:cattery_flutter/presentation/pages/member_level/member_level_list_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0100,member_management,member_management_binding.dart,package:cattery_flutter/presentation/pages/member_management/member_management_binding.dart,,S,reverse-evidence/page-paths.txt,binding,GetX binding; not a standalone UI page; source=reverse-evidence/page-paths.txt
PAGE-0101,member_management,member_management_controller.dart,package:cattery_flutter/presentation/pages/member_management/member_management_controller.dart,,S,reverse-evidence/page-paths.txt,controller-colocated,controller under pages/; cataloged in page-paths baseline; source=reverse-evidence/page-paths.txt
PAGE-0102,member_management,member_management_page.dart,package:cattery_flutter/presentation/pages/member_management/member_management_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0103,member_management,member_profile_page.dart,package:cattery_flutter/presentation/pages/member_management/member_profile_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0104,membership,membership_webview_page.dart,package:cattery_flutter/presentation/pages/membership/membership_webview_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0105,merchant_settings,merchant_settings_binding.dart,package:cattery_flutter/presentation/pages/merchant_settings/merchant_settings_binding.dart,,S,reverse-evidence/page-paths.txt,binding,GetX binding; not a standalone UI page; source=reverse-evidence/page-paths.txt
PAGE-0106,merchant_settings,merchant_settings_controller.dart,package:cattery_flutter/presentation/pages/merchant_settings/merchant_settings_controller.dart,,S,reverse-evidence/page-paths.txt,controller-colocated,controller under pages/; cataloged in page-paths baseline; source=reverse-evidence/page-paths.txt
PAGE-0107,merchant_settings,merchant_settings_page.dart,package:cattery_flutter/presentation/pages/merchant_settings/merchant_settings_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0108,miniprogram_audit,miniprogram_audit_binding.dart,package:cattery_flutter/presentation/pages/miniprogram_audit/miniprogram_audit_binding.dart,,S,reverse-evidence/page-paths.txt,binding,GetX binding; not a standalone UI page; source=reverse-evidence/page-paths.txt
PAGE-0109,miniprogram_audit,miniprogram_audit_controller.dart,package:cattery_flutter/presentation/pages/miniprogram_audit/miniprogram_audit_controller.dart,,S,reverse-evidence/page-paths.txt,controller-colocated,controller under pages/; cataloged in page-paths baseline; source=reverse-evidence/page-paths.txt
PAGE-0110,miniprogram_audit,miniprogram_audit_page.dart,package:cattery_flutter/presentation/pages/miniprogram_audit/miniprogram_audit_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0111,miniprogram_manage,miniprogram_manage_binding.dart,package:cattery_flutter/presentation/pages/miniprogram_manage/miniprogram_manage_binding.dart,,S,reverse-evidence/page-paths.txt,binding,GetX binding; not a standalone UI page; source=reverse-evidence/page-paths.txt
PAGE-0112,miniprogram_manage,miniprogram_manage_controller.dart,package:cattery_flutter/presentation/pages/miniprogram_manage/miniprogram_manage_controller.dart,,S,reverse-evidence/page-paths.txt,controller-colocated,controller under pages/; cataloged in page-paths baseline; source=reverse-evidence/page-paths.txt
PAGE-0113,miniprogram_manage,miniprogram_manage_page.dart,package:cattery_flutter/presentation/pages/miniprogram_manage/miniprogram_manage_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0114,miniprogram_publish,miniprogram_publish_binding.dart,package:cattery_flutter/presentation/pages/miniprogram_publish/miniprogram_publish_binding.dart,,S,reverse-evidence/page-paths.txt,binding,GetX binding; not a standalone UI page; source=reverse-evidence/page-paths.txt
PAGE-0115,miniprogram_publish,miniprogram_publish_controller.dart,package:cattery_flutter/presentation/pages/miniprogram_publish/miniprogram_publish_controller.dart,,S,reverse-evidence/page-paths.txt,controller-colocated,controller under pages/; cataloged in page-paths baseline; source=reverse-evidence/page-paths.txt
PAGE-0116,miniprogram_publish,miniprogram_publish_page.dart,package:cattery_flutter/presentation/pages/miniprogram_publish/miniprogram_publish_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0117,miniprogram_shop,miniprogram_shop_binding.dart,package:cattery_flutter/presentation/pages/miniprogram_shop/miniprogram_shop_binding.dart,,S,reverse-evidence/page-paths.txt,binding,GetX binding; not a standalone UI page; source=reverse-evidence/page-paths.txt
PAGE-0118,miniprogram_shop,miniprogram_shop_controller.dart,package:cattery_flutter/presentation/pages/miniprogram_shop/miniprogram_shop_controller.dart,,S,reverse-evidence/page-paths.txt,controller-colocated,controller under pages/; cataloged in page-paths baseline; source=reverse-evidence/page-paths.txt
PAGE-0119,miniprogram_shop,miniprogram_shop_page.dart,package:cattery_flutter/presentation/pages/miniprogram_shop/miniprogram_shop_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0120,overview,overview_module_customization_page.dart,package:cattery_flutter/presentation/pages/overview/overview_module_customization_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0121,cattery_flutter,pedigree_tree_page.dart,package:cattery_flutter/presentation/pages/pedigree_tree_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0122,pet_art_gallery,pet_art_gallery_webview_page.dart,package:cattery_flutter/presentation/pages/pet_art_gallery/pet_art_gallery_webview_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
PAGE-0123,pet_bean,pet_bean_webview_page.dart,package:cattery_flutter/presentation/pages/pet_bean/pet_bean_webview_page.dart,,S,reverse-evidence/page-paths.txt,imported,standalone page path from AOT; source=reverse-evidence/page-paths.txt
